35.682839,139.759455
40.712776,-74.005974
34.052235,-118.243683
41.878113,-87.629799
29.760427,-95.369804
51.507351,-0.127758
48.856613,2.352222
52.520008,13.404954
-33.865143,151.209900
43.651070,-79.347015
19.432608,-99.133209
19.076090,72.877426
31.230416,121.473701
39.904200,116.407396
22.396427,114.109497
37.566536,126.977966
-22.906847,-43.172896
30.044420,31.235712
-34.611781,-58.417309
55.755825,37.617635
41.008237,28.978359
-33.924870,18.424055
25.276987,55.296249
1.352083,103.819836
13.756331,100.501762
3.139003,101.686855
-6.208763,106.845599
14.599512,120.984222
-23.550520,-46.633308
-12.046374,-77.042793
4.609710,-74.081750
-33.448891,-70.669266
10.491016,-66.879190
6.524379,3.379206
-26.204103,28.047305
-1.292066,36.821946
55.676098,12.568337
59.329323,18.068581
59.913868,10.752245
60.169856,24.938379
52.367573,4.904138
40.416775,-3.703790
41.902782,12.496366
37.983810,23.727539
48.208174,16.373819
50.075539,14.437800
52.229676,21.012229
47.497913,19.040236
47.376886,8.541694
48.135125,11.581981
41.385063,2.173404
28.613939,77.209021
55.755825,37.617635
38.895110,-77.036366
-33.867487,151.206990
-22.916710,-43.175715
28.613939,77.209021
52.379189,4.899431
31.968599,99.901810
-27.469770,153.025131
-22.951613,-43.211525
40.712776,-74.005974
40.416775,-3.703790
-34.607568,-58.437089
-33.872503,151.220731
-34.917872,-57.968774
-22.922056,-43.288368
41.385063,2.173404
-33.868820,151.209295
34.693737,135.502165
35.689487,139.691706
-26.204103,28.047305
53.349805,-6.26031
-26.276824,27.858129
52.520008,13.404954
-12.062107,-77.036526
13.082680,80.270721
37.774929,-122.419416
30.267153,-97.743060
51.507351,-0.127758
52.520008,13.404954
48.856613,2.352222
45.421530,-75.690972
43.653225,-79.383186
40.712776,-74.005974
34.052235,-118.243683
38.895110,-77.036366
40.730610,-73.935242
48.856613,2.352222
52.520008,13.404954
41.385063,2.173404
35.682839,139.759455
-22.906847,-43.172896
55.755825,37.617635
41.385063,2.173404
-22.906847,-43.172896
55.755825,37.617635
-33.924870,18.424055
25.276987,55.296249
1.352083,103.819836
13.756331,100.501762
3.139003,101.686855
-6.208763,106.845599
14.599512,120.984222
-23.550520,-46.633308
-12.046374,-77.042793
4.609710,-74.081750
-33.448891,-70.669266
10.491016,-66.879190
6.524379,3.379206
-26.204103,28.047305
-1.292066,36.821946
55.676098,12.568337
59.329323,18.068581
59.913868,10.752245
60.169856,24.938379
52.367573,4.904138
40.416775,-3.703790
41.902782,12.496366
37.983810,23.727539
48.208174,16.373819
50.075539,14.437800
52.229676,21.012229
47.497913,19.040236
47.376886,8.541694
48.135125,11.581981
41.385063,2.173404
28.613939,77.209021
55.755825,37.617635
38.895110,-77.036366
-33.867487,151.206990
-22.916710,-43.175715
28.613939,77.209021
52.379189,4.899431
31.968599,99.901810
-27.469770,153.025131
-22.951613,-43.211525
40.712776,-74.005974
40.416775,-3.703790
-34.607568,-58.437089
-33.872503,151.220731
-34.917872,-57.968774
-22.922056,-43.288368
41.385063,2.173404
-33.868820,151.209295
34.693737,135.502165
35.689487,139.691706
-26.204103,28.047305
53.349805,-6.26031
-26.276824,27.858129
52.520008,13.404954
-12.062107,-77.036526
13.082680,80.270721
25.761680,-80.191790
-37.813628,144.963058
55.755825,37.617635
47.497913,19.040236
34.052235,-118.243683
48.856613,2.352222
-33.924870,18.424055
25.276987,55.296249
1.352083,103.819836
13.756331,100.501762
3.139003,101.686855
-6.208763,106.845599
14.599512,120.984222
-23.550520,-46.633308
-12.046374,-77.042793
4.609710,-74.081750
-33.448891,-70.669266
10.491016,-66.879190
6.524379,3.379206
-26.204103,28.047305
-1.292066,36.821946
55.676098,12.568337
59.329323,18.068581
59.913868,10.752245
60.169856,24.938379
52.367573,4.904138
40.416775,-3.703790
41.902782,12.496366
37.983810,23.727539
48.208174,16.373819
50.075539,14.437800
52.229676,21.012229
47.497913,19.040236
47.376886,8.541694
48.135125,11.581981
41.385063,2.173404
28.613939,77.209021
55.755825,37.617635
38.895110,-77.036366
-33.867487,151.206990
-22.916710,-43.175715
28.613939,77.209021
52.379189,4.899431
31.968599,99.901810
-27.469770,153.025131
-22.951613,-43.211525
40.712776,-74.005974
40.416775,-3.703790
-34.607568,-58.437089
-33.872503,151.220731
-34.917872,-57.968774
-22.922056,-43.288368
41.385063,2.173404
-33.868820,151.209295
34.693737,135.502165
35.689487,139.691706
-26.204103,28.047305
53.349805,-6.26031
-26.276824,27.858129
52.520008,13.404954
-12.062107,-77.036526
13.082680,80.270721
25.761680,-80.191790
-37.813628,144.963058
